id_operador,productos
532,CAÑA DE AZUCAR
533,CAÑA DE AZUCAR
534,CAÑA DE AZUCAR
535,CAÑA DE AZUCAR
536,YERBA MATE
537,TE
537,YERBA MATE
538,CAÑA DE AZUCAR
539,CAÑA DE AZUCAR
540,SIN PROD
541,TE
542,CAÑA DE AZUCAR
543,YERBA MATE
544,CAÑA DE AZUCAR
545,CAÑA DE AZUCAR
546,CAÑA DE AZUCAR
547,CAÑA DE AZUCAR
548,CAÑA DE AZUCAR
549,YERBA
549,CAÑA DE AZUCAR
549,MANDIOCA
549,AROMATICAS
549,MEDICINALES
550,CAÑA DE AZUCAR
551,CAÑA DE AZUCAR
552,CAÑA DE AZUCAR
553,YERBA
553,TE
553,POMELO
553,QUINOTO
553,MANDARINA
553,NARANJA
554,CAÑA DE AZUCAR
555,CAÑA DE AZUCAR
556,TE
556,YERBA MATE
557,CAÑA DE AZUCAR
558,CAÑA DE AZUCAR
559,CAÑA DE AZUCAR
560,CAÑA DE AZUCAR
561,CAÑA DE AZUCAR
562,CAÑA DE AZUCAR
563,CAÑA DE AZUCAR
564,CAÑA DE AZUCAR
565,CAÑA DE AZUCAR
566,CAÑA DE AZUCAR
567,CAÑA DE AZUCAR
568,CAÑA DE AZUCAR
569,CAÑA DE AZUCAR
570,CAÑA DE AZUCAR
571,CAÑA DE AZUCAR
572,CAÑA DE AZUCAR
573,CAÑA DE AZUCAR
574,CAÑA DE AZUCAR
575,CAÑA DE AZUCAR
576,INCULTO
577,YERBA MATE
578,CAÑA DE AZUCAR
579,CAÑA DE AZUCAR
580,CAÑA DE AZUCAR
581,CAÑA DE AZUCAR
582,CAÑA DE AZUCAR
583,CAÑA DE AZUCAR
584,CAÑA DE AZUCAR
585,CAÑA DE AZUCAR
586,CAÑA DE AZUCAR
587,CAÑA DE AZUCAR
588,CAÑA DE AZUCAR
589,YERBA MATE
590,CAÑA DE AZUCAR
591,CAÑA DE AZUCAR
592,CAÑA DE AZUCAR
593,CAÑA DE AZUCAR
594,CAÑA DE AZUCAR
595,CAÑA DE AZUCAR
596,CAÑA DE AZUCAR
597,CAÑA DE AZUCAR
598,CAÑA DE AZUCAR
599,CAÑA DE AZUCAR
600,CAÑA DE AZUCAR
601,YERBA MATE
602,CAÑA DE AZUCAR
603,CAÑA DE AZUCAR
604,CAÑA DE AZUCAR
605,CAÑA DE AZUCAR
606,YERBA MATE
607,CAÑA DE AZUCAR
608,CAÑA DE AZUCAR
609,CAÑA DE AZUCAR
610,CAÑA DE AZUCAR
611,CAÑA DE AZUCAR
612,CAÑA DE AZUCAR
613,CAÑA DE AZUCAR
614,CAÑA DE AZUCAR
615,CAÑA DE AZUCAR
616,CAÑA DE AZUCAR
617,POROTO SABLE
617,STEVIA
617,YERBA MATE
618,CAÑA DE AZUCAR
619,CAÑA DE AZUCAR
620,CAÑA DE AZUCAR
621,CAÑA DE AZUCAR
622,CAÑA DE AZUCAR
623,CAÑA DE AZUCAR
624,CAÑA DE AZUCAR
625,CAÑA DE AZUCAR
626,CAÑA DE AZUCAR
627,CAÑA DE AZUCAR
628,CAÑA DE AZUCAR
629,INDEFINIDO
630,CAÑA DE AZUCAR
631,CAÑA DE AZUCAR
632,CAÑA DE AZUCAR
633,CAÑA DE AZUCAR
634,CAÑA DE AZUCAR
635,CAÑA DE AZUCAR
636,CAÑA DE AZUCAR
637,CAÑA DE AZUCAR
638,YERBA MATE
638,STEVIA
638,ANANA
638,MANDARINA
639,CAÑA DE AZUCAR
640,CAÑA DE AZUCAR
641,CAÑA DE AZUCAR
642,CAÑA DE AZUCAR
643,VAQUILLONAS
643,TERNEROS
643,TOROS
643,VACAS
644,CAÑA DE AZUCAR
645,MANZANA
645,PERA
646,CIRUELA
646,DURAZNO
647,MANZANA
647,PERA
648,MANZANA
648,PERA
649,MANZANA
649,VIVERO
650,MANZANA
650,PERA
651,PERA
651,MANZANA
651,CIRUELA
652,MANZANA
652,PERA
652,CIRUELA
653,MANZANA
653,PERA
653,CIRUELA
654,MANZANAS
654,PERAS
655,MANZANA
655,PERA
656,MANZANA
657,PERA
658,MANZANA
658,PERA
659,MANZANA
659,PERA
660,MANZANA
660,PERA
661,MANZANA
661,PERA
662,MANZANA
662,PERA
663,MANZANA
664,MANZANA
664,PERA
665,MANZANA
665,PERA
666,MANZANA
666,PERA
667,PERA
668,PERA
669,MANZANA
669,PERA
670,MANZANA
670,PERA
671,MANZANA
671,PERA
672,PERA
673,MANZANA
673,PERA
674,MANZANA
674,PERA
675,MANZANA
675,PERA
676,MANZANA
676,PERA
676,CEREZA
676,VIVERO
677,MANZANA
677,PERA
678,MANZANA
678,PERA
679,MANZANA
679,PERA
680,PERA
681,MANZANA
681,PERA
682,MANZANA
682,PERA
683,MANZANA
683,PERA
683,CEREZA
683,DURAZNO
683,DAMASCO
684,MANZANA
684,PERA
684,CIRUELA
685,MANZANA
686,PERA
687,MANZANA
687,PERA
688,MANZANAS
688,PERAS
689,MANZANA
689,PERA
690,PERA
691,MANZANA
691,PERA
692,MANZANA
692,PERA
693,MANZANA
693,PERA
693,CALENDULA
694,MANZANA
694,PERA
695,PERA
695,MANZANA
695,CIRUELA
696,MANZANA
696,PERA
697,MANZANA
697,PERA
698,PERA
698,CIRUELA
699,VACAS
699,LECHE
699,VAQUILLONAS
699,NOVILLOS
699,TERNERAS
699,TERNEROS
699,TOROS
700,CEREZA
701,PERA
701,MANZANA
702,PERA
702,MANZANA
703,PERA
703,MANZANA
704,CERELAES
704,OELAGINOSAS
704,MEGAFARDOS DE ALFALFA
705,PERA
705,MANZANA
706,PERA
706,MANZANA
706,PELON
706,DURAZNO
707,MANZANAS
707,PERAS
708,PERA
708,MANZANA
709,MANZANA
710,MANZANA
710,PERA
711,MANZANAS
712,MANZANAS
712,PERAS
713,VID
714,VID
715,VID
716,VID
717,VID
718,VID
719,MANZANA
719,PERA
720,VACAS
720,VAQUILLONAS
720,TOROS
721,PERA
722,PERA
723,MANZANA
723,PERA
724,CARNE BOVINA
724,CARNE OVINA
724,LANA
725,MANZANAS
725,PERAS
726,MANZANAS
726,PERAS
727,MANZANAS
727,PERAS
728,MANZANAS
728,PERAS
729,MANZANAS
729,PERAS
730,MANZANAS
730,PERAS
731,PERA
731,MANZANA
732,MANZANAS
732,PERAS
733,MANZANAS
733,PERAS
734,MANZANA
734,PERA
735,MANZANA
735,PERA
735,CIRUELA
735,PELON
736,PERA
736,MANZANA
737,PERA
737,MANZANA
737,VID
738,MANZANAS
738,PERAS
739,MANZANA
739,PERA
740,PERA
741,PERA
742,MANZANA
742,PERA
743,PERAS
743,MANZANAS
744,PERAS
744,MANZANAS
745,PERAS
745,MANZANAS
746,PERAS
746,MANZANAS
747,PERAS
747,MANZANAS
748,PERAS
748,MANZANAS
749,PERAS
749,MANZANAS
750,PERA
750,MANZANA
750,DURAZNO
751,PERA
752,MANZANA
752,PERA
753,MANZANA
753,PERA
754,MANZANAS
754,PERAS
755,MANZANA
755,PERA
756,PERA
756,MANZANA
756,INCULTO
757,PERA
757,MANZANA
758,PERA
758,MANZANA
759,MANZANA
759,PERA
760,INCULTO
761,MANZANA
761,PERA
762,MANZANA
762,PERA
763,PERA
763,MANZANA
763,MEMBRILLO
763,INCULTO
763,DAMASCO
763,CIRUELA
763,AVELLANAS
763,ALMENDRAS
763,DURAZNO
763,CEREZA
764,MANZANA
764,PERA
765,PERAS
765,MANZANAS
766,PERAS
766,MANZANAS
767,MANZANA
768,PERA
769,PERA
770,MANZANA
770,PERA
771,BORREGAS
771,OVEJAS
771,BORREGOS
771,CARNEROS
771,CAPONES
772,MANZANA
772,PERA
772,NOGAL
773,MANZANAS
773,PERAS
774,MANZANA
774,PERA
774,CIRUELA
775,MANZANA
775,PERA
776,MANZANA
776,PERA
777,MANZANA
777,PERA
778,MANZANA
778,PERA
779,MANZANA
779,PERA
780,PERAS
781,MANZANAS
781,PERAS
782,MANZANA
782,PERA
783,PERA
784,MANZANA
784,PERA
785,INDEFINIDO
786,MANZANA
786,PERA
787,MANZANA
787,PERA
788,MANZANA
788,PERA
789,MANZANA
789,PERA
790,MANZANA
790,PERA
791,MANZANAS
792,MANZANAS
792,PERAS
793,MANZANA
793,PERA
794,MANZANA
794,PERA
795,MANZANA
795,PERA
796,MANZANA
796,PERA
797,MANZANA
797,PERA
798,MANZANAS
798,PERAS
799,MANZANA
799,PERA
799,DURAZNO
800,MANZANAS
800,PERAS
801,PERAS
802,PERAS
802,MANZANAS
803,MANZANA
803,PERA
804,MANZANA
804,PERA
805,MANZANA
805,PERA
805,PELON
806,MANZANA
806,PERA
807,MANZANA
807,PERA
808,NUECES
808,NUEZ SECA PELADA
808,NUEZ SECA CON CASCARA
809,NUECES
809,NUEZ SECA PELADA
809,NUEZ SECA CON CASCARA
810,MANZANA
810,PERA
811,MANZANA
811,PERA
812,PERAS
813,PERAS
814,MANZANA
814,PERA
815,MANZANAS
815,PERAS
816,MANZANAS
816,PERAS
817,LANA
817,OVEJAS
817,BORREGOS
817,BORREGAS
817,CAPONES
817,CORDEROS
817,CARNEROS
818,MANZANAS
818,PERAS
819,MANZANAS
819,PERAS
820,PERA
820,MANZANA
820,CEREZA
821,MANZANA
821,PERA
822,MANZANA
822,PERA
823,MANZANA
823,PERA
824,MANZANA
824,PERA
825,MANZANAS
825,PERAS
826,MANZANAS
826,PERAS
827,MANZANA
827,PERA
828,UVAS
829,MANZANA
829,PERA
829,DURAZNO
830,MANZANZA
830,PERA
830,DURAZNO
830,CIRUELA
831,PERAS
832,MANZANA
832,PERA
833,MANZANA
833,PERA
834,MANZANA
834,PERA
835,MANZANA
835,PERA
836,CHIA
836,SOJA
836,POROTO
837,CEREALES
837,OLEAGINOSAS
837,LEGUMINOSAS
838,AROMATICAS
838,PASTOS NATURALES E IMPLANTADOS
839,SESAMO
839,CHIA
840,VID
841,INCULTO
842,DESCANSO
842,CAÑA DE AZUCAR
843,CHIA
844,DESCANSO
845,DESCANSO
846,QUINOA
846,CHIA
846,SESAMO
846,SORGO
847,SESAMO
847,CHIA
848,CAÑA DE AZUCAR
848,INCULTO
849,INCULTO
850,INCULTO
851,BOVINOS
851,NUECES
852,INCULTO
853,CAÑA DE AZUCAR
853,INCULTO
854,INCULTO
855,INCULTO
856,CHIA
857,CHIA
858,CHIA
859,CHIA
859,POROTO
859,CAPUERA
860,ALFALFA
861,VID
862,INCULTO
863,POROTO NEGRO
863,DESCANSO
864,INCULTO
865,VID
866,CHIA
867,CHIA
868,CHIA
869,MAIZ
870,UVAS
870,QUINOA
871,ZAPALLO
872,ESPARRAGO
872,ZAPALLO ANCO
872,ALAMO
873,VID
874,VID
875,INCULTO
876,UVA DE MESA
876,INCULTO
876,PASAS DE UVA
877,UVA DE MESA
877,PASAS DE UVA
878,INCULTO
879,VID
880,INCULTO
881,VID
881,OLIVOS
882,VID
882,OLIVOS
883,VID
884,OLIVOS
885,VID
886,VID
886,MELON
887,AJO
888,INCULTO
889,VID
890,ZAPALLO
890,ESPARRAGOS
891,ESPARRAGOS
892,ESPARRAGOS
892,BROCOLI
892,REPOLLO
893,ESPARRAGOS
893,BROCOLI
893,REPOLLO
894,ESPARRAGOS
894,ALCAUCIL
895,ESPARRAGOS
896,ESPARRAGOS
896,INCULTO
897,VID
898,VID
898,DURAZNO
898,TOMATE PERITA
899,VID
900,VID
901,INCULTO
902,VID
903,VID
904,PASTURA NATURAL
905,VACAS
905,TERNERAS
905,TERNEROS
905,TOROS
905,VAQUILLONAS
906,OREGANO
906,TOMILLO
906,ROMERO
906,LAVANDA
906,MENTA
906,MAIZ
906,ZAPALLO ANCO
907,ALFALFA
908,INCULTO
909,SIN PROD
910,LANA
910,OVEJAS
910,BORREGOS
910,BORREGAS
910,CAPONES
910,CARNEROS
911,CARNE BOVINA
911,CARNE OVINA
911,LANA
912,CARNE BOVINA
912,CARNE OVINA
912,LANA
913,LANA
913,OVEJAS
913,CORDEROS
913,BORREGAS
913,CARNEROS
914,OVEJAS
914,CAPONES
914,BORREGOS
914,CARNEROS
915,CARNE BOVINA
915,CARNE OVINA
915,LANA
916,TRUCHA ARCO IRIS
917,VAQUILLONAS
917,VACAS
917,TERNEROS
918,OVEJAS
918,BORREGAS
918,BORREGOS
918,CAPONES
918,CARNEROS
919,LANA
919,OVEJAS
919,CARNEROS
919,BORREGOS
919,BORREGAS
919,CAPONES
920,OVEJAS
920,LANA
920,BORREGOS
920,BORREGAS
920,CARNEROS
921,LANA
921,OVEJAS
921,CAPONES
921,BORREGOS
921,BORREGAS
921,CARNEROS
922,OVEJAS
922,LANA
922,BORREGAS
922,BORREGOS
922,CARNEROS
922,CAPONES
923,OVEJAS
923,BORREGAS
923,CAPONES
923,CARNEROS
924,TRIGO
924,SORGO
925,GIRASOL
925,SOJA
925,TRIGO
925,MAIZ PISINGALLO
926,HIGOS
926,GRANADAS
926,PALTAS
927,MIEL
927,SUBPRODUCTOS DE LA COLMENA
928,MIEL
929,MIEL
930,TRIGO
930,SOJA
931,BOVINOS
932,BOVINOS
933,PASTOS NATURALES
934,FRUTICULTURA
934,HORTICULTURA
934,AROMATICAS
934,MEDICINALES
934,DULCES
935,MIEL
935,SUBPRODUCTOS DE LA COLMENA
936,MIEL
937,MIEL
937,EXTRACCION
937,FRACCIONAMIENTO DE MIEL
938,MIEL
939,CEREALES
939,OLEAGINOSAS
940,HORTALIZAS DE HOJA
940,RAIZ
940,FRUTO
940,CONGELADO DE FRUTILLAS
941,CEREALES
941,OLEAGINOSAS
941,LEGUMINOSAS
942,MIEL
942,SUBPRODUCTOS DE LA COLMENA
943,MIEL
943,SUBPRODUCTOS DE LA COLMENA
944,MIEL
944,SUBPRODUCTOS DE LA COLMENA
945,MIEL
945,SUBPRODUCTOS DE LA COLMENA
946,HORTALIZAS DE HOJAS
946,FRUTOS
946,AROMATICAS
947,MIEL
947,SUBPRODUCTOS DE LA COLMENA
948,CHIA
949,MIEL
949,SUBPRODUCTOS DE LA COLMENA
950,ARANDANO
951,INCULTO
951,ARANDANO
952,ARANDANO
952,FRUTILLA
953,ARANDANO
953,INCULTO
953,FRAMBUESA
954,ARANDANO
954,MORA
955,ARANDANO
955,INCULTO
956,ARANDANO
957,INCULTO
958,CHIA
958,POROTO NEGRO
958,GARBANZO
959,LIMON
960,ARANDANO
960,INCULTO
961,INCULTO
961,ARANDANO
962,ARANDANO
962,FRUTILLA
962,INCULTO
963,CHIA
964,LIMON
965,CHIA
965,FRUTILLA
965,INCULTO
966,ARANDANO
966,INCULTO
966,PASTIZAL NATURAL
967,PALTA
967,LIMON
967,NARANJA
967,MANDARINA
967,INCULTO
968,CHIA
969,ARANDANO
969,INCULTO
970,VACAS
970,TOROS
970,VAQUILLONAS
970,TERNERAS
970,NOVILLOS
971,VACAS
971,TERNEROS
971,TERNERAS
971,VAQUILLONAS
971,TOROS
972,VACAS
972,TOROS
972,TERNEROS
972,VAQUILLONAS
973,MEJILLON
974,EMULSION CORPORAL SUAVIZANTE
974,EMULSION CORPORAL NUTRITIVA
974,EMULSION CORPORAL ANTIAGE
974,CREMA FACIAL ANTIAGE
974,CREMA FACIAL DIURNA
974,CREMA FACIAL NOCTURNA NUTRITIVA
974,SERUM CONTORNO DE OJOS
974,SERUM CONTORNO DE LABIOS
974,TONICO FACIAL
974,ACEITE DE LIMPIEZA
975,MIEL
976,PAPILLA PARA BEBE
977,MIEL
978,CHIA
979,NUEZ PECAN
980,ACOPIO DE CEREALES
980,OLEAGINOSAS
981,ACEITE DE GIRASOL
981,ACEITE DE COLZA
981,EXPELLER DE GIRASOL
981,EXPELLER DE COLZA
981,HARINA DE COLZA
982,SOJA
982,GIRASOL
982,HARINA SOJA
982,HARINA GIRASOL
982,ACEITE DE SOJA
982,ACEITE DE GIRASOL
982,COLZA
982,HARINA DE COLZA
982,ACEITE DE COLZA
982,GARBANZO
983,CHIA
983,ARROZ
983,TORTA DE SOJA
983,MAIZ
983,TRIGO
983,GIRASOL
983,CARTAMO
983,HARINA DE SOJA
983,HARINA DE GIRASOL
983,ACEITE DE SOJA
983,AVENA
983,SORGO
983,CEBADA
983,LINO
983,CENTENO
983,MIJO
983,ACEITE DE GIRASOL
984,CEREALES
984,OLEAGINOSAS
984,CEREALES
984,OLEAGINOSAS
985,ACEITE DE OLIVA
986,FRUTAS
986,FRUTAS IQF
987,FRUTAS
987,HORTALIZAS
988,YERBA MATE
989,MIEL
989,SUBPRODUCTOS DE LA COLMENA
990,AZUCAR DE CAÑA
991,ACEITE DE GIRASOL
991,HARINA DE TRIGO
992,YERBA MATE
992,TE
993,MIEL
993,CERA
994,TURRON
994,GARRAPIÑADA
994,CARAMELOS
994,CHUPETINES
994,MIEL
995,TRIGO
996,KIWIS
997,LINO
997,MIJO
997,SOJA
997,ARROZ
997,GIRASOL
997,AVENA ARROLLADA
998,QUESO
998,QUESO SABORIZADO
999,TRIGO
1000,ALIMENTO BALANCEADO
1001,FRUTAS
1001,HORTALIZAS FRESCAS
1001,DULCES
1002,AZUCAR DE CAÑA
1003,AZUCAR DE CAÑA
1004,MERMELADA DE KIWI
1004,JUGO DE KIWI
1004,JUGO DE FRAMBUESA
1004,JUGO DE DURAZNO
1004,JUGO DE CIRUELA
1004,JUGO DE PERA
1004,JUGO DE ARANDANO
1004,PULPA DE KIWI
1004,PULPA DE FRAMBUESA
1004,PULPA DE DURAZNO
1004,PULPA DE CIRUELA
1004,PULPA DE PERA
1004,PULPA DE ARANDANO
1005,CHUFA
1006,SOJA
1006,MAIZ
1006,MAIZ PISINGALLO
1006,GIRASOL
1006,TRIGO
1006,SORGO
1006,ARVEJA
1006,CEBADA
1006,LINO
1007,AZUCAR INTEGRAL DE CAÑA
1007,ACEITE DE OLIVA
1007,HARINA INTEGRAL
1007,YERBA MATE
1007,HARINA DE SOJA
1007,HARINA DE SOJA TOSTADA
1007,POROTO DE SOJA
1007,SEMILLAS DE LINO
1007,TRIGO PAN
1007,HARINA DE MAIZ
1007,TE VERDE
1007,SEMITA DE MAIZ
1007,MAIZ PISINGALLO
1007,ACEITUNAS VERDES
1007,ACEITUNAS NEGRAS
1007,TE NEGRO
1007,MIX PARA MILANESA DE SOJA
1007,REBOZADOR
1007,TE DE ROSA MOSQUETA
1008,TE ROJO
1008,TE DE ROSA MOSQUETA
1008,YERBA MATE
1009,HIERBAS AROMATICAS
1009,AJEDREA
1009,SALVIA
1009,MELISA
1009,ROMERO
1009,OREGANO
1009,TOMILLO
1009,MENTA
1009,YERBA MATE
1009,ESTRAGON
1009,LAVANDA
1009,LAVANDIN
1009,MEZCLA PARA AVES
1009,CARNES
1009,PESCADOS
1009,MEZCLA DE HIERBAS PARA INFUSION
1009,TE VERDE CON MENTA
1009,CEDRON
1009,HISOPO
1009,HOJA DE PARRA
1009,CHIA
1009,TILO
1010,GALLETA DE ARROZ
1010,REBOZADOR DE ARROZ
1010,HARINA DE ARROZ
1010,ARROZ
1010,MAIZ
1010,LINO
1010,GIRASOL
1011,SORGO
1011,LINO
1011,SOJA
1011,MAIZ
1011,MAIZ PISINGALLO
1011,GIRASOL
1011,COLZA CANOLA
1011,ACEITE DE SOJA
1011,ACEITE DE GIRASOL
1011,EXPELLER DE GIRASOL
1011,ACEITE DE COLZA CANOLA
1011,EXPELLER DE COLZA CANOLA
1011,ACEITE DE CARTAMO
1011,EXPELLER DE CARTAMO
1012,MIEL
1012,CERA
1013,CEREALES
1013,OLEAGINOSAS
1014,MIEL
1014,SUBPRODUCTOS DE LA COLMENA
1015,CHIA
1015,ACEITE DE CHIA
1016,AJO NEGRO
1017,CHIA
1017,SESAMO
1018,KIWIS
1019,ACEITE DE GIRASOL
1019,EXPELLER DE GIRASOL
1019,ACEITE DE CANOLA
1019,ACEITE DE SOJA
1019,EXPELLER DE SOJA
1019,GIRASOL
1019,CANOLA
1019,EXPELLER DE CANOLA
1019,SORGO
1019,TRIGO
1019,MAIZ PISINGALLO
1019,MAIZ
1019,SOJA
1020,MAIZ
1020,GIRASOL
1020,SOJA
1020,CANOLA
1021,GIRASOL
1021,SOJA
1021,MAIZ
1021,CANOLA
1022,TOFU
1023,MIEL
1024,MENTA
1024,TE
1025,ALCOHOL
1026,AVENA ARROLLADA
1027,CEBADA
1028,MIEL
1029,GIRASOL
1029,SOJA
1029,MAIZ
1029,MAIZ PISINGALLO
1029,CANOLA
1030,MAIZ
1030,MAIZ PISINGALLO
1030,SOJA
1030,GIRASOL
1030,CANOLA
1030,TRIGO
1030,CEBADA
1031,MAIZ
1031,SOJA
1031,GIRASOL
1031,TRIGO
1031,CEBADA
1031,CANOLA
1032,ACEITE DE SOJA
1032,ACEITE DE GIRASOL
1032,ACEITES DE COLZA
1032,HARINA DE SOJA
1032,EXPELLER DE GIRASOL
1032,EXPELLER DE CANOLA
1033,HARINA DE MAIZ
1033,HOMINY GRITS
1033,MAIZ PISINGALLO
1033,SEMOLA DE MAIZ
1033,SEMITA DE MAIZ
1033,HARINA ZOOTECNICA
1034,ARROZ
1034,TRIGO
1034,HORTALIZAS
1034,SOJA
1034,SALSA DE SOJA
1034,PASTA DE SOJA
1034,QUESO DE SOJA
1035,GIRASOL ALTO OLEICO
1035,SOJA
1035,MAIZ
1035,GIRASOL
1035,CANOLA
1035,GARBANZO
1036,SEMILLAS
1036,HARINAS
1036,ACEITES
1037,ARANDANO
1037,FRAMBUESA
1037,ZAPALLO
1038,HORTALIZAS
1039,LINO
1039,CHIA
1040,MIEL
1041,VINO
1042,ACEITE DE GIRASOL ALTO OLEICO
1043,VINO
1044,ACEITE DE OLIVA
1045,ACEITE DE OLIVA
1046,ACEITE ESENCIAL DE GERANIO
1046,ACEITE ESENCIAL DE OREGANO
1046,ACEITE ESENCIAL DE LEMONGRASS
1047,ACEITE DE OLIVA
1048,MANI
1049,MANI
1050,ESPARRAGOS
1051,MANI
1052,MANI
1052,MANI CONFITERIA
1052,MANI FRITO SALADO
1052,MANI TOSTADO
1052,PASTA DE MANI
1052,HARINA DE MANI
1052,ACEITE DE MANI
1053,MANI
1054,ACEITUNAS
1054,ACEITE DE OLIVA
1055,SOJA
1055,MANI
1055,ACEITE DE SOJA
1055,ACEITE DE MANI
1055,EXPELLER DE SOJA
1055,HARINA DE MANI
1056,MANI
1056,SOJA
1057,MANI
1057,SOJA
1058,MIEL
1058,CERA
1059,YERBA MATE
1059,YERBA MATE SABORIZADA
1060,ARROZ
1061,ARROZ
